"doc_id","text"
199,"#عاجل: مصر تستحدث تهمة تشويه صورة السجون لمحاكمة السجناء المكتئبين https://t.co/Z8YWpaih6y"
200,"#عاجل: إسرائيل: من بلَغ عن الأسرى هو الشيخ عز الدين القسام شخصياً https://t.co/AW1iK31Stj"
201,"#عاجل: بينيت: ما هزني ليس أن الأسرى شقوا الأرض بل أنها لم تبلعني https://t.co/DNnY1PaGUW"
202,"#عاجل: مخاوف من ظهور نفق في مكتب رئيس الوزراء https://t.co/OzDSgJj2Q3"
203,"#عاجل: خبير إسرائيلي: ما حُفِر ليس نفقاً في الأرض بل في مؤخرتنا https://t.co/mmNbOtIKIb"
204,"#عاجل: عباس لغانتس: ليتني أنا ولا القناص https://t.co/OOcFcAHRxr"
205,"#عاجل: الجزائر تطالب بنقل المغرب من جوارها https://t.co/pf6EULITFj"
206,"#عاجل: السيسي يغلق معبر رفح ويقفل التلفاز ويهدد بقطع المصروف عن غزة إن بقيت تشاغب https://t.co/GoWk7G5VqO"
207,"#عاجل: شاب من غزة يعثر على طاقة الفرج https://t.co/KaWIPOwYLR"
208,"#عاجل: أميركا تهدد بصعق لبنان بالكهرباء إذا استخدم الوقود الإيراني في توليدها https://t.co/GdluCRxeSy"
209,"#عاجل: بعد محاربتها طالبنا لـ٢٠ سنة: أميركا تترك أفغانستان في أيد أمينة https://t.co/6gFPrdt5ou"
210,"#عاجل: عون يرسل فرقاً إغاثية للملمة ما تبقى من الوقود في عكار https://t.co/Ff8KkCnvTM"
211,"#عاجل: قطر تنظم انتخابات تشريعية تتيح لـ٥٪ من الـ١٠٪ القطريين الانتخاب https://t.co/fT9AkILl61"
212,"#عاجل: لصوص يؤجلون السطو إلى حين غياب الضوء وتفكيك الكاميرات https://t.co/RaKLUBdiBl"
213,"#عاجل: الحكومة اللبنانية تعد بمحاسبة المسؤول عن تفجير  المرفأ في حال كرر فعلته https://t.co/2mfYiMujgF"
214,"#عاجل الأردن: بعد ١١ عاماً فقط من إطلاق مشروع الباص السريع، ازدحامات مرورية وحوادث دهس بسبب التسرّع بتشغيله https://t.co/18JpSdkaMJ"
215,"#عاجل: رئيس الحكومة المغربي يؤكد أنه لن يرتاح حتى يصلي في الأقصى بعد استصدار تأشيرة سياحية من إسرائيل https://t.co/bnJhlJjlrH"
216,"#عاجل #سد_النهضة  - حملة مصرية لإقناع السيسي @AlsisiOfficial بأن آبي أحمد من الإخوان المسلمين حتى يتحرك ضده"
217,"#عاجل: السيسي يأمر نهر النيل بالفيضان على إثيوبيا فوراً https://t.co/mVIyL5fLbX"
218,"#عاجل: آبي آحمد يقترح على السيسي تبليط النيل https://t.co/LU92y3LUDy"
219,"#عاجل: السعودية والإمارات تعلنان النفير والتعبئة العامة لتجنيد موسيقيين https://t.co/DqDBJDb5w5"
220,"#عاجل: استثناء رامسفيلد من قاعدة الميتين الذين لا تجوز عليهم إلا الرحمة https://t.co/Fjwx4X3GGh"
221,"#عاجل: الكاظمي يعد الحشد بحضور عروضهم العسكرية كلما أثبتوا جدارتهم في الشوارع https://t.co/K6mBFwx2kO"
222,"#عاجل: أقول للفلسطينيين حلوا عن صدورنا https://t.co/5duhHLvQGU"
223,"#عاجل - هل أُعجبت بمدى تفاني أحد الكتاب (أو حتى أحد رسامي الكاريكاتير) في التطبيل والتملق؟ ساعدنا في إيجاد #صرة_الدنانير الثمينة التي نبحث عنها بمشاركة الرابط مع وسم #جحصع"
224,"#عاجل - الحكومة تضيف فحص كورونا الإجباري لمصادر الدخل المستدام"
225,"#عاجل: اعتماد ٥٠ قتيلاً فما فوق كعدد منطقي للحديث عن الأوضاع في اليمن https://t.co/ICvSpuQwId"
226,"#عاجل - هل لاحظت أن أحد الناشرين يتميّز بخيال واسع وقدرة عالية على فبركة السيناريوهات و/أو اختلاق أخبار من العدم؟
قد يكون هذا هو #الكذب_الصريح بعينه! رشّحه لنا بمشاركة الرابط مع وسم #جحصع"
227,"#عاجل - هل شعرت بعد قراءتك لمقالٍ ما أن الكاتب فنان موهوب في الترويج للكراهية و/أو العنصرية و/أو التمييز ضد جماعة لا تعجبه؟ لعلك عثرت على #أفضل_خطاب_كراهية. رشّحه لنا بمشاركة الرابط مع وسم #جحصع"
228,"#عاجل: إسرائيل تسند تهمة إثارة الغبار لخمس مكانس اعتقلتها خلال مسيرة الأعلام https://t.co/sOmTUIuc2V"
229,"#عاجل -  السعودية تلتف حول إلغائها عقوبة إعدام القصّر بانتظارهم ليكبروا https://t.co/EejaOXPdsp"
230,"#عاجل: أبو مازن يبارك لأخت الحزب الشيوعي الصيني https://t.co/5NlG2BRZY7"
231,"#عاجل - دراسة تثبت أنّ دورتك الشهرية متأخرة لأنك متوترة بسبب تأخر الدورة عليكِ"
232,"#عاجل حذر رب الكراهية وخطاب الكراهية، الكيان الذي يفيض بكل معاني السوء، حذر من خطاب كراهية ينافس كراهيته للفلسطينيين والعرب ويهدد أساس وجوده. لمعرفة المزيد من التفاصيل، اقرأ المقال https://t.co/dSSNtiQSDn"
233,"#عاجل التجسيد الحي لخطاب الكراهية يحذر من تصاعد خطاب الكراهية تجاه كراهيته للآخرين"
234,"#عاجل: اسرائيل تطلب من جنودها السير في مجموعات والإمساك بأيد بعضهم وعدم التحدث مع الغرباء https://t.co/TyQNtxnjUg"
235,"#عاجل: دورية إسرائيلية تعتقل منى الكرد لأنها إن لم تفعل ذلك ستعتقلها دورية أخرى https://t.co/i82eTAReDd"
236,"#عاجل - السعودية تؤسس شبكة عالمية للفساد https://t.co/qF04KrVPMw"
237,"#عاجل - شدَّد مستر سلطع* على وقوفه إلى جانب نتنياهو حتى لو رفض فكرة الوفاق وخسر الانتخابات ""لدي باعٌ طويلٌ بالاستمرار في السلطة حتى بعد خسارتي الانتخابات، وكما ساعدتني إسرائيل في تحقيق ذلك، أنا جاهزٌ لأرد الجميل لا قدَّر الله"". https://t.co/wYLHA698sA"
238,"#عاجل - أبو مازن يعرض خبراته في الوفاق الوطني على نتنياهو"
239,"#عاجل:  سفير الإمارات يطلب المغفرة لتقصير بلاده مع إسرائيل خلال الحرب الأخيرة على غزة https://t.co/61KSZUWPHn"
240,"#عاجل - انطلاقاً من مبدأ ""العيلة اللي مفيهاش صايع حقها ضايع""؛ هدّد رئيس الوزراء الأثيوبي آبي أحمد بفتح سدادة بالوعة نهر النيل لتُشفط مياهه كلها وتلف في زوبعة مرة ومرتين وتبقبق عند نزولها إلى المجاري تحت الأرض ما لم تكف مصر والسودان عن العنتريات والمناورات العسكرية المشتركة."
241,"#عاجل - آبي أحمد يهدد ""أي فعل عدائي من مصر والسودان وسأفتح سدادة نهر النيل"" #سد_النهضة"
242,"#عاجل - البحث في موقع جريدة الوطن العُمانية @alwatanoman عن ""الاهتمام السامي"" و""العناية السامية"" يُفضي إلى 382 صفحة، يتسع كل منها لـ ٥ عناوين، ما يُعادل 1760 مقالاً"
243,"#عاجل بفضل الاحتجاجات الشعبية الأخيرة في مدينة صحار العُمانية، تمكن فريق #جحصع من اكتشاف الكنوز الدفينة التي تُخبئها الصحافة العمانية، حيث يعمي بريق السلطان عيون المحررين ويمنعهم من رؤية أي أحداث أخرى في السلطنة."
244,"#عاجل - الأردنّ صاحب الوصاية على #المسجد_الأقصى يحذّر إسرائيل من مغبة المساس بالسجاد الجديد الذي فرشه في المسجد قبل بضعة أشهر أو إلحاق الضرر باللوازم التي وضعها فيه، مثل برادات الماء والمصابيح الموفرة للطاقة ومقابض الأبواب وأكياس حفظ الأحذية."
245,"#عاجل - وسائل التواصل تؤكد أنّها لا تحظر أخبار وصور تدعم المڡـ*ـاو*ـه الڡلسطـ*ـٮىه أو تنتقد حرىـ الاحٮلا.ل الإسر|ئٮلى ضد الڡلسـ*ـطٮٮٮىڈ ڡى كاڡه الأراصى الڡلسطٮٮٮه، مشيرة إلى أنّ حواررمٮا*ٮها عادلة لا تفرق بين المحتوى الصهـ*ـٮوٮـ*ـى أو محتوى الٮـ|سطىں الڡلسـ*ـطٮـ.ـٮٮـ.ـىں."
246,"#عاجل - دعت @AlArabiya طواقمها إلى رمي أقلامهم وكاميراتهم واستبدالها ببندقيات إم ١٦، وتحريك مؤخراتهم عن مكاتبهم المريحة للتمركز في طائرات الأباتشي، استعداداً لخوض معارك حقيقية على أرض الواقع عوض التحريض على قتل الفلسطينيين وتبريره بالأساليب الإعلامية التقليدية."
247,"#عاجل - إسرائيل تقصف المعبر الواصل بين غزّة والجنة #غزه_تقاوم"
248,"#عاجل: الأردن تقمع مظاهرة داعمة لفلسطين لأن الملك يقوم بالواجب وزيادة https://t.co/9EWy3GYHsN"
249,"#عاجل : نصر الله يتوعد بإنزال غضبه على الفلسطينيين الذين يحاولون أخد دوره في المنطقة https://t.co/FyyumtNFWM"
250,"#عاجل #العراق - أعرب وزير الصحة عن بالغ حزنه على القتلى والمصابين جراء الحريق الذي اندلع في مستشفى ابن الخطيب، وأكد على ضرورة تحلي المواطنين بقليل من المنطق وتخفيف غضبهم، لأن فرص شفاء المرضى كانت ضعيفة أصلا، في ظل تدهور الرعاية الصحية والخدمات في كافة منشآت القطاع الصحي."
251,"#عاجل #الكويت -القوانين تأخذ بعين الاعتبار احترام الرجل للمرأة كأساس للمجتمع؛ فلو كانت جرائم الشرف تعاقب بالسجن المؤبد أو الإعدام، لن يكون بوسع الدولة معرفة إذا ما كان الرجال يمتنعون عن قتل أخواتهم وزوجاتهم بدافع الحب والتقدير أم بدافع الخوف من العدالة."
252,"#عاجل #الكويت - بعد أول محاولة قتل، اضطلعت النيابة العامة بدورها وحبست المتهم بضعة أيام من باب الدعم المعنوي للمشتكية، لكن النيابة أفرجت عنه مجدداً لكي تستمر المعركة العادلة بين الطرفين دون انحياز الدولة للمرأة؛ فذلك كان ليكرّس أنها الطرف الأضعف"
253,"عاجل - رغم إدراك @AlArabiya  لخطئها وحذفها التغريدة، إلّا أنّنا نُصر على تصحيحها كي تتعلم من أخطائها وتبذل جهداً أكبر في تعليم صحفييها ألف باء الصحافة والأخلاق https://t.co/vonN9g501Y"
254,"#عاجل - تويتر تستنكر تجسس السعودية على #عبد_الرحمن_السدحان دون احترامها حق الشركة ببيع بياناته"
255,"نشكر اليوم السابع @youm7 على مبادرتها العاجلة بلمّ أصناف متنوعة من الكذب وتحريف التاريخ في مكان واحد، الأمر الذي سيثري محتوى وترشيحات فئة الكذب الصريح في هذا الموسم من جائزة الحدود للصحافة العربية (#جحصع) ويسهّل عملّنا... https://t.co/tcKzJxKJzC"
256,"#عاجل - خبراء يؤكدون أن مصائب مصر جميعها تهون أمام هذه المصيبة https://t.co/EBvLkO2rPJ"
257,"#عاجل - طفل ظريف يرطب أذُنك بسِرّ
https://t.co/5tRORApmVb"
258,"#عاجل - وصلت الحدود مسوَّدة لعقد التحالف الأمريكي، نضعها بين أيديكم قبل رفع النموذج الإلكتروني على موقع الخارجية الأمريكية وبدء التهافت لتوقيعه. 
نرجو قراءة البنود بتروٍ، وما كان أوله شرط آخره نور، ودامت الأفراح حليفة دياركم العامرة. 
https://t.co/ZBFoQTI3MP"
259,"#عاجل إيماناً منه بأنّ الثابت الوحيد هو التغيير، أعلن الرئيس الأميركي جو بايدن أنّ التحالفات ستتم من الآن فصاعداً على شكل عقود مؤقتة، تضمن المرونة في تحويل الحليف إلى عدو وإعدامه أو اتهامه بالإرهاب أو تركه عرضة لنيران حليف جديد."
260,"#عاجل - هيئة علماء المسلمين تقر دعاء عدم انقطاع المياه عند دخول الحمام https://t.co/Fr8BpDyqCy"
261,"#عاجل - شاب يطالب بإعدام امرأة أقدمت على الإجهاض وكادت أن تزهق حياة"
262,"#عاجل - دليل الحدود لتتعرف إلى نفسك جيداً كي تجد الطريقة الأنسب لتخبئتها
https://t.co/fu9L0mcD3H"
263,"#عاجل - مُمانع معاد للإمبريالية والتبعية يكتب رسالة شكر للصين على زيادة تدخلها في المنطقة، يمكنك قراءة الرسالة هنا  https://t.co/RPt5KGzoMt"
264,"#عاجل #السيسى - السيسي يُنفق ميزانية ضخمة للاحتفاء بالتاريخ العريق عوض إهدارها على مستقبل قد لا يأتي https://t.co/Se64GVh8f6"
265,"#عاجل - السعودية تصبح في مصاف الدول الكبرى التي علقت في حروب فاشلة لسنوات #حرب_اليمن"
266,"#عاجل - تحالف الصين وإيران يعقد الأمور أمام شاب يخلط بين الشيعة والشيوعية"
267,"#عاجل - اليوم السابع: تعويم عبارة السويس بعد تدخل الرئيس السيسي لدفعها بيديه https://t.co/PKg95gWyxW"
268,"#عاجل #سوريا - الحكومة تدعو المواطنين لركوب بعضهم إلى حين وصول الوقود العالق جراء أزمة السويس"
269,"#عاجل - نبارك لحزب الكتائب اللبنانية تغيير اسمه للحزب ""الديمقراطي الاجتماعي اللبناني"". @LebaneseKataeb
 بعض الخيارات التي كانت لتكون أفضل:"
270,"#عاجل - طفل لديه رأي"
271,"#عاجل #جحصع3 - الليلة سنعلن عن الفائزين بجائزة الحدود لأسوأ صحافة عربية! نظراً لعدم حاجاتكم لحجز مقعد أو شراء تذكرة أو التهندم والخروج من المنزل، كل ما عليكم هو الدخول على رابط الفعالية https://t.co/NIMbe4JG0S"
272,"#عاجل #جحصع3 - حصري (للكبار فقط).. شاهد قبل الحذف.. صحف عربية عارية تحت المجهر.. والسبب!! لن تُصدّق!! (فيديو +18) 🤯🤯🤯https://t.co/NIMbe4JG0S"
273,"#عاجل #جحصع3 - موعدنا غداً. سنعلن عن المواقع الصحفية المحظوظة الفائزة بالجائزة ونعرض نُخبة من أردأ ما أنتجته الصحافة، احتفاءً بمساهمة الصحفيين الفعّالة في إنتاج البروباغندا ونشر الجهل وبث الكذب وتعميم التضليل وترسيخ الكراهية
https://t.co/NIMbe4JG0S https://t.co/Iw67QxmJTL"
274,"#عاجل #جحصع3 - ستُبث الفعالية يوم الجمعة 26-3-2021 على الهواء مباشرة عبر صفحات الحدود في فيسبوك ويوتيوب، نظراً لظروف جائحة كورونا التي منعتنا من إقامة حفل مهيب في جزر المالديف. https://t.co/Udx9KLrrMP"
275,"#عاجل - استفزت نوال السعداوي الشعوب العربية مجدداً وعكرت صفو عالمهم المثالي وعاداتهم وتقاليدهم الراسخة وحطمت تماسك أسرهم إثر ذهابها للقاء ربها، لوحدها، دون أن يرافقها ذكر مُحرم أو عُصبة نساء. لمعرفة المزيد عن هذا العمل الجريء، اقرأ الخبر https://t.co/XYuABewI7r"
276,"#عاجل - #نوال_السعداوي تتمادى وتذهب للقاء ربها دون مُحرم"
277,"#عاجل - أردوغان: كلنا إخوان وحبايب.. عفواً، قصدي حبايب بس https://t.co/MUjTVqnKrw"
278,"#عاجل - #إسرائيل تحتفل ب #يوم_المياه_العالمي  بسحب ما تبقى من مياه جوفية حولها وشطف شوارع المستوطنات https://t.co/kXRtij3lGc"
279,"#عاجل - أعلن مستشفى زرقاء اليمامة فجر اليوم عن ولادة طفل لم يُعرف من يشبه لحظة خروجه من رحم أمه، ولا حتى بعد تفسير معالم وجهه عقب حمامه الأول. لمعرفة المزيد عن الطفل المعجزة، اقرأ المقال https://t.co/hZphhX6jRb"
280,"#عاجل - ولادة طفل لم يُعرَف من يشبه عند ولادته"
281,"#عاجل - وزارة التربية والتعليم تدشن مشروع تحويل الأم إلى مدرسة"
282,"#عاجل - بعد تقارير عن ملاحقتها بسبب جرائم حرب: أسماء الأسد تترشح للانتخابات السورية لحصولها على المؤهلات اللازمة"
283,"#عاجل - ابن زايد يؤسس صندوقاً للاستثمار في إسرائيل لإلهائها عن قتل الفلسطينيين https://t.co/JouPQRJuQh"
284,"#عاجل #لبنان - هبطت الليرة بشكل قياسي إلى مستوى أقل وأرخص من جمع الساسة اللبنانيين عامةً ورياض سلامة شخصياً، لمعرفة المزيد من التفاصيل اقرأ المقال https://t.co/aDh7ch9c6w"
285,"#عاجل #لبنان - الليرة تهبط إلى ١١٠٠٠ أمام الدولار — لحظة — ١٤٠٠٠ — لا لا ١٨٠٠٠ — لحظة لحظة — ٢٥٠٠٠ — لحـ"
286,"#عاجل - طبيب بيطري يُثبت أنّه لا يقل شأناً عن الأطباء البشريين وبإمكانه الاتجار بالأرواح"
287,"#عاجل #جحصع3 - الإعلام العربي والجنس اللطيف، اختر أسوأ تغطية لشؤون المرأة؛"
288,"#عاجل - الحكومة الأردنية تتوج مسيرة الإهمال ب #مستشفى_السلط ؛ مقال بقلم مراسل الحدود الذي قد تقيله الحكومة الأردنية في أي لحظة لتمتص غضب الشارع https://t.co/paxKKRgR5r"
289,"#عاجل #جحصع3 - شذرات من أروع ما تبرزته الصحافة العربية خلال العام الفائت https://t.co/nnevUFoCoa"
290,"#عاجل - عشر سنوات من انتعاش السياحة القتالية في سوريا
https://t.co/XtGn2mz8RM"
291,"#عاجل #الأردن  - كيف حدثت كارثة #مستشف_السلط؟ السلطات الأردنية توقف ناشطاً وتعذبه كي يعترف"
292,"#عاجل - ما هو الارتفاع المناسب لسقف الحريات الرقمية؟
شاركونا جلستنا الحوارية لنحسب سويةً الارتفاع المناسب للحريات الرقمية في المنطقة. فهل للمواطنين الحق في التحدث بما يحلو لهم، أم أن حرياتهم تنتهي عند بدء حرية السلطات بقمعهم وإسكاتهم وربما حبسهم؟https://t.co/Pl53KFuSu7"
293,"#عاجل - الحدود على كلوب هاوس، تابعونا، انتظرونا! https://t.co/sGX1IwpTDp"
294,"#عاجل #سوريا - بمناسبة الذكرى العاشرة للثورة: الأسد يطفئ شمعة في أجساد المعتقلين https://t.co/GVe73qMPmk"
295,"#عاجل - الفراغ في داخلك… ما هي الأطعمة الأنسب لملئه؟ https://t.co/qNQPnfVc2G"
296,"#عاجل #سوريا - دعا الرئيس بشار الأسد لوقف تداول أخبار انهيار سعر صرف الليرة، حتى لا يتسرّب شعور الفقر إلى قلب المواطن أثناء وقوفه لساعات في طابور الخبز والوقود، فيشعر بالنقص أمام شعوب العالم. لمزيد من التفاصيل حول القرار الجديد اقرأ المقال https://t.co/jbpvRnplwo"
297,"#عاجل #سوريا - الأسد يدعو لوقف تداول أخبار الليرة حتى لا يشعر الشعب بالفقر"
298,"#عاجل #مصر- الحدود تتابع فرحة الموز المحظوظ الذي اشتراه الرئيس #السيسي
https://t.co/rRjXXGHdBj"
299,"#عاجل #كلوب_هاوس - الحكومة تطالب حملة آيفون بتجديد هوياتهم وترك بصمة صوتية"
300,"#عاجل #الجزائر - النظام يُقرّر سحب الجنسية من معارضي الخارج ليتساووا بالحقوق مع معارضي الداخل"
301,"#عاجل - شاب يفر من منزل العائلة ويتقدم بطلب هجرة بعد كسره فنجاناً من الطقم الصيني"
302,"#عاجل - بعد إعلان نيَّتها التحقيق في جرائم #إسرائيل .. #الجنائية_الدولية تنقل مقرّها إلى ملجأ سري تحت الأرض"
303,"#عاجل - #بايدن يعاقب #السعودية بإعادة النظر بعلاقة بلاده معها مرتين في العام"
304,"#عاجل - مسنّ يستعيد قوة السمع إثر تهامس أفراد من العائلة بشؤونهم الخاصة"
305,"#عاجل #مصر - الحكومة تُكرِّم المرأة وتتولى الوصاية عليها بنفسها #لا_لقانون_الاحوال_الشخصية_الجديد"
306,"#عاجل #الجزيرة تُغلق ملفّ خاشقجي وتدعو له بالرحمة"
307,"#عاجل - شاب يتقن المالتي تاسكينج بنجاحه في التفكير وشرب الشاي في آن واحد"
308,"#عاجل - #إسرائيل ترفض تسليم جثث الفلسطينيين لذويهم قبل أن يدفعوا لها ثمن جهدها المبذول في قتلهم 
https://t.co/O8CMIGK2Th"
309,"#عاجل - #بايدن يفتتح الموسم الجديد لضرب سوريا"
310,"#عاجل - #السعودية ترد على تقرير الCIA بتقرير يثبت تورط بايدن بتزوير الانتخابات"
311,"#عاجل #لبنان- تأتي خطوات احتكار اللقاح ضمن جهود الدولة لنشر المساواة بين عامة الشعب ونبذ التفرقة والتمييز العنصري من خلال الامتناع عن تلقيح المواطنين واللاجئين على حدٍ سواء."
312,"#عاجل #لبنان - السلطات تعرض على البنك الدولي حل الأزمة بالتراضي متعهدةً منحه حصة من الجرعات لا تقل عن حصة الساسة وعائلاتهم وأقاربهم، إن حلحل موقفه قليلاً وراعى أوضاعهم واستمر في ضخ الدولار إلى البلاد."
313,"#عاجل #مصر - دهاء الرئيس السيسي يوقع إسرائيل في مأزق: ترك لهم حقلي غاز فاضطروا لاستخراجه وبيعه لمصر
https://t.co/NfhrD3Zvo1"
314,"#عاجل #السعودية - ابن سلمان يُشجّع المستثمرين على فتح مقار إقليمية وهم صَاغِرُون https://t.co/TRzWOqzCdS"
315,"#عاجل - الإعلام يهيء كامل إمكانياته لترقّب قدوم طفل يتبوّل على نفسه https://t.co/Z5TlHw3rKu"
316,"#عاجل: الدفاع المدني ينقذ شاباً في حالة متوسطة بعد أن علق مع عائلته لعشر ساعات متواصلة

#دفء_العائلة #911 #ثلج_ثلج #إصلاح_وتهذيب #وائل_كفوري #الخ https://t.co/OcFnDWh6TJ"
317,"#عاجل #لبنان - عون يطلب من اللبنانيين البحث عن اللقاح عند الناشطين الذين حرضوهم على التظاهر https://t.co/yjjMg83yUA"
318,"#عاجل - #مصر تطالب قطر بتخصيص خط ساخن للاعتراض على محتوى منصاتها الإعلامية"
319,"#عاجل #سوريا - يخوض الأسد حملته الشرسة ضد نفسه، لإيمانه بأنّ التفوّق الحقيقي ليس على الآخرين، بل على الذات، وأنّ شعبيته ستعود إلى ما كانت عليه ويفوز بنسبة ٩٩.٩.٩٩٩٩٩٪ من أصوات الناخبين بعد تدهورها  في انتخابات عام ٢٠١٤ وفوزه بـ ٨٨.٧٪ فقط. حينذاك."
320,"#عاجل #سوريا- باشر سيادة الرئيس ابن سيادة الرئيس، الفريق أول الركن الأمين العام لحزب البعث الرفيق الطليعي بشار حافظ الأسد أبو حافظ الأسد، باشر حملة فوزه في الانتخابات المقبلة، استمراراً لحملات فوزه بالانتخابات منذ عشرين عاماً."
321,"#عاجل #سوريا - الأسد يباشر حملة فوزه في الانتخابات المقبلة https://t.co/td9drmSIKL"
322,"#عاجل - لبنان: حصر لقاحات كورونا بالمسؤولين لضمان استمرارهم في مسيرة الإصلاح الطويلة https://t.co/78jE2vP8JR"
323,"#عاجل - بايدن ينتظر انتهاء عِدة نتنياهو مع ترامب حتى يتصل به رسمياً"
324,"#عاجل #السعودية - ابن سلمان يغلق باب الإفراج عن المعتقلين السياسيين حالياً حفاظاً على المخزون الاستراتيجي منهم"
325,"#عاجل - إردوغان يؤكد أن الدستور يكتبه المنتصرون"
326,"#عاجل - الجيش السوري: الاستيلاء على أملاك المغتربين أضعف الإيمان بما أنّنا قصّرنا بقتلهم"
327,"#عاجل - صنعنا لك بطاقة لعيد الحب. عدل النص لتبهر الحبيب بمواهبك الدفينة ثم التقط صورة للشاشة، أو اكتف بأرسال رابط البطاقة فارغة، ليعرف أنه خطر في بالك على الأقل. https://t.co/K28I5WmWGq"
328,"#عاجل #البحرين - حصرياً في عيد الحب، رسالة بقلم جلالة ملك القلوب حمد بن عيسى آل خليفة https://t.co/VCQZGDSme2"
329,"#عاجل #البحرين - السلطات البحرينية تتمنى لكم عيد حب سعيد كونها المناسبة الوحيدة اليوم"
330,"#عاجل #لجين_الهذلول 
https://t.co/KMt2U4mMph"
331,"#عاجل #السعودية - القضاء يتوصل إلى براءة #لجين_الهذلول بعد معاينة دقيقة لنتائج الانتخابات الأمريكية"
332,"#عاجل - إعلان الولايات المتحدة عزمها شطب الحوثيين من قائمة المنظمات الإرهابية يتسبب للجماعة بأزمة هوية"
333,"#عاجل: #لجين_الهذلول تنعم أخيراً بالحرية مثل من اعتقلها وعذبها https://t.co/HiCEkFvAAQ"
334,"#عاجل #العراق - البرلمان يحقق بشبهات فساد سبقته إليها جهات أخرى"
335,"#عاجل #السودان_التشكيل_الوزاري_الجديد -رئيس الحكومة يشكّل حكومة انتقالية جديدة قادرة على تشكيل الحكومة الانتقالية التي ستليها بشكل أفضل"
336,"#عاجل #السيسي_بيحقق_حلم_مصر وبيطمّن المصريين أنّ الوضع الوبائي ممتاز لدرجة قدرتهم على اسثماره مادياً https://t.co/ZpTzJ1FXKp"
337,"#عاجل - #السيسي_حقق_المستحيل_لمصر  وهو يدرك عدم إمكانية فرض إجراءات قانونية ضد الزيادة السكانية حاليا كون الرأي العام لن يتقبلها، لكنه سيستعمل ملف التعليم للضغط على الأهالي لحد النسل، وكل ما سألوه ""إيه أخبار التعليم"" يقول لهم ""وإيه أخبار تحديد النسل"". https://t.co/Fyo0j0ToR8"
338,"#عاجل #مصر - السيسي يطمئننا أن ميزانية مصر للأعوام القادمة مغطاة تماما بقيمة تصل إلى فضل الله، والفضل لله في ذلك. شكراً يا نور عينينا @AlsisiOfficial"
339,"#عاجل - السيسي يوضح أن الهدف من موضوع التصالح على مخالفات البناء هو حل مشكلة غياب الدولة لسنين كثيرة، حيث أن مصر السيسي موجودة وقادرة على التغاضي عن المباني المخالفة مقابل رسوم، تماما كما كانت مصر قبل السيسي موجودة وقادرة على أخذ الرشاوى التي للتغاضي عن إنشاء المباني المخالفة. https://t.co/1vBHqmeQKm"
340,"#عاجل - ابن سلمان يؤكد لبايدن أنه كان يرغب بوقف حرب #اليمن ولكن الشيطان منعه
https://t.co/bGIqUXarBh"
341,"#عاجل: نتنياهو يرفض تحقيق المحكمة الجنائية بوفاة الفلسطينيين لأسباب طبيعية https://t.co/uASnVCJB4S"
342,"#عاجل #لقاح_كورونا - طمأنت منظمة الصحة العالمية كل من كريم وسماهر وماجدة وأم سعيد وأبو فؤاد، وجميع الأعضاء في مجموعة العائلة على واتس آب، الذين يخشون إجبارهم على أخذ لقاح فيروس كورونا أو دسّه لهم في أكواب الشاي، طمأنتهم بأنّ الدول المُنتجة والمُصدّرة للقاح لم تحسب حسابهم به أصلاً"
343,"#عاجل #لقاح_كورونا - منظمة الصحة العالمية تطمئن العرب المشككين بلقاح كوفيد-١٩ أن حسابهم لم يحسب به أصلاً"
344,"#عاجل #سوريا - النظام يؤكد التزامه بمفاوضات صياغة الدستور وليس بصياغة الدستور"
345,"#عاجل - التاريخ *ينحاز لل #سيسي في كاريكاتير #اليوم_السابع #جحصع https://t.co/dqOFpkGbbh"
346,"#عاجل - المقاومة اللبنانية تجدد شرعيتها باغتيال معارض آخر https://t.co/Tm6pKKv03L"
347,"#عاجل - الاتحاد الأوروبي الشهم يحلف بشرفه أنّه لن يسمح بتوزيع جرعة واحدة من اللقاح قبل تجربته على كل مواطنيه"
348,"#عاجل: تقدم ملحوظ في مفاوضات صياغة الدستور السوري الجديد بحسب ما أورده مراسل الحدود من المستقبل البعيد جداً
#سوريا https://t.co/EJoqJBZtKw"
349,"#عاجل - #إسرائيل تعتقل مجموعة من فلسطينيي الداخل بتهمة التواصل مع عرب لأغراض غير التطبيع"
350,"#عاجل #مصر - عشر سنوات من التعريص .. حوار مع #عمرو_اديب  بمناسبة الذكرى العاشرة لثورة يناير
https://t.co/MRz2lOFT47"
351,"#عاجل - أعرب المفكرون الإسلاميون صباح الاثنين عن فرحتهم باعتقال مستشارة #ميانمار التي دافعت عن مجازر الجيش ضد مسلمي الروهينجا، والانقلاب عليها من قبل الجيش الذي ارتكب المجازر ذاتها."
352,"#عاجل - فرح إسلامي عارم بانقلاب جيش #ميانمار  الذي يبيد الروهينجا على المستشارة التي لم تمنعه عن ذلك"
353,"#عاجل #السعودية - السيف المسلول لم يعد يتماشى مع الرؤية الحضارية الجديدة للمملكة بقيادة ابن سلمان الرحيمة، المناهضة لوحشية السيف مقابل أناقة وحضارة أساليب القتل الأخرى، كالمنشار والصاروخ."
354,"#عاجل #السعودية - اللون الفوشي ومقترحان آخران لتعديل العلم دون الحاجة لإزالة رمز النظام منه"
355,"#عاجل #لبنان - السلطات تلبي مطالب أهالي #طرابلس بعدم تجاهلهم وترسل قوة أمنية خاصة لقمعهم"
