,tweet,label
259,هيئة علماء المسلمين تقر دعاء عدم انقطاع المياه عند دخول الحمام,satire
260,شاب يطالب بإعدام امرأة أقدمت على الإجهاض وكادت أن تزهق حياة,satire
261,دليل الحدود لتتعرف إلى نفسك جيدا كي تجد الطريقة الأنسب لتخبئتها,satire
262,ممانع معاد للإمبريالية والتبعية يكتب رسالة شكر للصين على زيادة تدخلها في المنطقة، يمكنك قراءة الرسالة هنا,satire
263,السيسى - السيسي ينفق ميزانية ضخمة للاحتفاء بالتاريخ العريق عوض إهدارها على مستقبل قد لا يأتي,satire
264,السعودية تصبح في مصاف الدول الكبرى التي علقت في حروب فاشلة لسنوات  حرب_اليمن,satire
265,تحالف الصين وإيران يعقد الأمور أمام شاب يخلط بين الشيعة والشيوعية,satire
266,اليوم السابع: تعويم عبارة السويس بعد تدخل الرئيس السيسي لدفعها بيديه,satire
267,سوريا - الحكومة تدعو المواطنين لركوب بعضهم إلى حين وصول الوقود العالق جراء أزمة السويس,satire
268,"نبارك لحزب الكتائب اللبنانية تغيير اسمه للحزب ""الديمقراطي الاجتماعي اللبناني"".  
 بعض الخيارات التي كانت لتكون أفضل:",satire
270,جحصع3 - الليلة سنعلن عن الفائزين بجائزة الحدود لأسوأ صحافة عربية! نظرا لعدم حاجاتكم لحجز مقعد أو شراء تذكرة أو التهندم والخروج من المنزل، كل ما عليكم هو الدخول على رابط الفعالية,satire
271,جحصع3 - حصري (للكبار فقط).. شاهد قبل الحذف.. صحف عربية عارية تحت المجهر.. والسبب!! لن تصدق!! (فيديو +18),satire
272,جحصع3 - موعدنا غدا. سنعلن عن المواقع الصحفية المحظوظة الفائزة بالجائزة ونعرض نخبة من أردأ ما أنتجته الصحافة، احتفاء بمساهمة الصحفيين الفعالة في إنتاج البروباغندا ونشر الجهل وبث الكذب وتعميم التضليل وترسيخ الكراهية,satire
273,جحصع3 - ستبث الفعالية يوم الجمعة 26-3-2021 على الهواء مباشرة عبر صفحات الحدود في فيسبوك ويوتيوب، نظرا لظروف جائحة كورونا التي منعتنا من إقامة حفل مهيب في جزر المالديف.,satire
274,استفزت نوال السعداوي الشعوب العربية مجددا وعكرت صفو عالمهم المثالي وعاداتهم وتقاليدهم الراسخة وحطمت تماسك أسرهم إثر ذهابها للقاء ربها، لوحدها، دون أن يرافقها ذكر محرم أو عصبة نساء. لمعرفة المزيد عن هذا العمل الجريء، اقرأ الخبر,satire
275,نوال_السعداوي تتمادى وتذهب للقاء ربها دون محرم,satire
276,أردوغان: كلنا إخوان وحبايب.. عفوا، قصدي حبايب بس,satire
277,إسرائيل تحتفل ب  يوم_المياه_العالمي  بسحب ما تبقى من مياه جوفية حولها وشطف شوارع المستوطنات,satire
278,أعلن مستشفى زرقاء اليمامة فجر اليوم عن ولادة طفل لم يعرف من يشبه لحظة خروجه من رحم أمه، ولا حتى بعد تفسير معالم وجهه عقب حمامه الأول. لمعرفة المزيد عن الطفل المعجزة، اقرأ المقال,satire
279,ولادة طفل لم يعرف من يشبه عند ولادته,satire
280,وزارة التربية والتعليم تدشن مشروع تحويل الأم إلى مدرسة,satire
281,بعد تقارير عن ملاحقتها بسبب جرائم حرب: أسماء الأسد تترشح للانتخابات السورية لحصولها على المؤهلات اللازمة,satire
282,ابن زايد يؤسس صندوقا للاستثمار في إسرائيل لإلهائها عن قتل الفلسطينيين,satire
283,لبنان - هبطت الليرة بشكل قياسي إلى مستوى أقل وأرخص من جمع الساسة اللبنانيين عامة ورياض سلامة شخصيا، لمعرفة المزيد من التفاصيل اقرأ المقال,satire
284,لبنان - الليرة تهبط إلى ١١٠٠٠ أمام الدولار — لحظة — ١٤٠٠٠ — لا لا ١٨٠٠٠ — لحظة لحظة — ٢٥٠٠٠ — لح,satire
285,طبيب بيطري يثبت أنه لا يقل شأنا عن الأطباء البشريين وبإمكانه الاتجار بالأرواح,satire
286,جحصع3 - الإعلام العربي والجنس اللطيف، اختر أسوأ تغطية لشؤون المرأة؛,satire
287,الحكومة الأردنية تتوج مسيرة الإهمال ب  مستشفى_السلط ؛ مقال بقلم مراسل الحدود الذي قد تقيله الحكومة الأردنية في أي لحظة لتمتص غضب الشارع,satire
288,جحصع3 - شذرات من أروع ما تبرزته الصحافة العربية خلال العام الفائت,satire
289,عشر سنوات من انتعاش السياحة القتالية في سوريا,satire
290,الأردن  - كيف حدثت كارثة  مستشف_السلط؟ السلطات الأردنية توقف ناشطا وتعذبه كي يعترف,satire
291,"ما هو الارتفاع المناسب لسقف الحريات الرقمية؟
شاركونا جلستنا الحوارية لنحسب سوية الارتفاع المناسب للحريات الرقمية في المنطقة. فهل للمواطنين الحق في التحدث بما يحلو لهم، أم أن حرياتهم تنتهي عند بدء حرية السلطات بقمعهم وإسكاتهم وربما حبسهم؟",satire
292,الحدود على كلوب هاوس، تابعونا، انتظرونا!,satire
293,سوريا - بمناسبة الذكرى العاشرة للثورة: الأسد يطفئ شمعة في أجساد المعتقلين,satire
294,الفراغ في داخلك… ما هي الأطعمة الأنسب لملئه؟,satire
295,سوريا - دعا الرئيس بشار الأسد لوقف تداول أخبار انهيار سعر صرف الليرة، حتى لا يتسرب شعور الفقر إلى قلب المواطن أثناء وقوفه لساعات في طابور الخبز والوقود، فيشعر بالنقص أمام شعوب العالم. لمزيد من التفاصيل حول القرار الجديد اقرأ المقال,satire
296,سوريا - الأسد يدعو لوقف تداول أخبار الليرة حتى لا يشعر الشعب بالفقر,satire
297,مصر- الحدود تتابع فرحة الموز المحظوظ الذي اشتراه الرئيس  السيسي,satire
298,كلوب_هاوس - الحكومة تطالب حملة آيفون بتجديد هوياتهم وترك بصمة صوتية,satire
299,الجزائر - النظام يقرر سحب الجنسية من معارضي الخارج ليتساووا بالحقوق مع معارضي الداخل,satire
300,شاب يفر من منزل العائلة ويتقدم بطلب هجرة بعد كسره فنجانا من الطقم الصيني,satire
301,بعد إعلان نيتها التحقيق في جرائم  إسرائيل ..  الجنائية_الدولية تنقل مقرها إلى ملجأ سري تحت الأرض,satire
302,بايدن يعاقب  السعودية بإعادة النظر بعلاقة بلاده معها مرتين في العام,satire
303,مسن يستعيد قوة السمع إثر تهامس أفراد من العائلة بشؤونهم الخاصة,satire
304,مصر - الحكومة تكرم المرأة وتتولى الوصاية عليها بنفسها  لا_لقانون_الاحوال_الشخصية_الجديد,satire
305,الجزيرة تغلق ملف خاشقجي وتدعو له بالرحمة,satire
306,شاب يتقن المالتي تاسكينج بنجاحه في التفكير وشرب الشاي في آن واحد,satire
307,إسرائيل ترفض تسليم جثث الفلسطينيين لذويهم قبل أن يدفعوا لها ثمن جهدها المبذول في قتلهم,satire
308,بايدن يفتتح الموسم الجديد لضرب سوريا,satire
309,السعودية ترد على تقرير الCIA بتقرير يثبت تورط بايدن بتزوير الانتخابات,satire
310,لبنان- تأتي خطوات احتكار اللقاح ضمن جهود الدولة لنشر المساواة بين عامة الشعب ونبذ التفرقة والتمييز العنصري من خلال الامتناع عن تلقيح المواطنين واللاجئين على حد سواء.,satire
311,لبنان - السلطات تعرض على البنك الدولي حل الأزمة بالتراضي متعهدة منحه حصة من الجرعات لا تقل عن حصة الساسة وعائلاتهم وأقاربهم، إن حلحل موقفه قليلا وراعى أوضاعهم واستمر في ضخ الدولار إلى البلاد.,satire
312,مصر - دهاء الرئيس السيسي يوقع إسرائيل في مأزق: ترك لهم حقلي غاز فاضطروا لاستخراجه وبيعه لمصر,satire
313,السعودية - ابن سلمان يشجع المستثمرين على فتح مقار إقليمية وهم صاغرون,satire
314,الإعلام يهيء كامل إمكانياته لترقب قدوم طفل يتبول على نفسه,satire
315,"الدفاع المدني ينقذ شابا في حالة متوسطة بعد أن علق مع عائلته لعشر ساعات متواصلة

 دفء_العائلة  911  ثلج_ثلج  إصلاح_وتهذيب  وائل_كفوري  الخ",satire
316,لبنان - عون يطلب من اللبنانيين البحث عن اللقاح عند الناشطين الذين حرضوهم على التظاهر,satire
317,مصر تطالب قطر بتخصيص خط ساخن للاعتراض على محتوى منصاتها الإعلامية,satire
318,سوريا - يخوض الأسد حملته الشرسة ضد نفسه، لإيمانه بأن التفوق الحقيقي ليس على الآخرين، بل على الذات، وأن شعبيته ستعود إلى ما كانت عليه ويفوز بنسبة ٩٩.٩.٩٩٩٩٩٪ من أصوات الناخبين بعد تدهورها  في انتخابات عام ٢٠١٤ وفوزه ب ٨٨.٧٪ فقط. حينذاك.,satire
319,سوريا- باشر سيادة الرئيس ابن سيادة الرئيس، الفريق أول الركن الأمين العام لحزب البعث الرفيق الطليعي بشار حافظ الأسد أبو حافظ الأسد، باشر حملة فوزه في الانتخابات المقبلة، استمرارا لحملات فوزه بالانتخابات منذ عشرين عاما.,satire
320,سوريا - الأسد يباشر حملة فوزه في الانتخابات المقبلة,satire
321,لبنان: حصر لقاحات كورونا بالمسؤولين لضمان استمرارهم في مسيرة الإصلاح الطويلة,satire
322,بايدن ينتظر انتهاء عدة نتنياهو مع ترامب حتى يتصل به رسميا,satire
323,السعودية - ابن سلمان يغلق باب الإفراج عن المعتقلين السياسيين حاليا حفاظا على المخزون الاستراتيجي منهم,satire
324,إردوغان يؤكد أن الدستور يكتبه المنتصرون,satire
325,الجيش السوري: الاستيلاء على أملاك المغتربين أضعف الإيمان بما أننا قصرنا بقتلهم,satire
326,صنعنا لك بطاقة لعيد الحب. عدل النص لتبهر الحبيب بمواهبك الدفينة ثم التقط صورة للشاشة، أو اكتف بأرسال رابط البطاقة فارغة، ليعرف أنه خطر في بالك على الأقل.,satire
327,البحرين - حصريا في عيد الحب، رسالة بقلم جلالة ملك القلوب حمد بن عيسى آل خليفة,satire
328,البحرين - السلطات البحرينية تتمنى لكم عيد حب سعيد كونها المناسبة الوحيدة اليوم,satire
330,السعودية - القضاء يتوصل إلى براءة  لجين_الهذلول بعد معاينة دقيقة لنتائج الانتخابات الأمريكية,satire
331,إعلان الولايات المتحدة عزمها شطب الحوثيين من قائمة المنظمات الإرهابية يتسبب للجماعة بأزمة هوية,satire
332,لجين_الهذلول تنعم أخيرا بالحرية مثل من اعتقلها وعذبها,satire
333,العراق - البرلمان يحقق بشبهات فساد سبقته إليها جهات أخرى,satire
334,السودان_التشكيل_الوزاري_الجديد -رئيس الحكومة يشكل حكومة انتقالية جديدة قادرة على تشكيل الحكومة الانتقالية التي ستليها بشكل أفضل,satire
335,السيسي_بيحقق_حلم_مصر وبيطمن المصريين أن الوضع الوبائي ممتاز لدرجة قدرتهم على اسثماره ماديا,satire
336,"السيسي_حقق_المستحيل_لمصر  وهو يدرك عدم إمكانية فرض إجراءات قانونية ضد الزيادة السكانية حاليا كون الرأي العام لن يتقبلها، لكنه سيستعمل ملف التعليم للضغط على الأهالي لحد النسل، وكل ما سألوه ""إيه أخبار التعليم"" يقول لهم ""وإيه أخبار تحديد النسل"".",satire
337,مصر - السيسي يطمئننا أن ميزانية مصر للأعوام القادمة مغطاة تماما بقيمة تصل إلى فضل الله، والفضل لله في ذلك. شكرا يا نور عينينا,satire
338,السيسي يوضح أن الهدف من موضوع التصالح على مخالفات البناء هو حل مشكلة غياب الدولة لسنين كثيرة، حيث أن مصر السيسي موجودة وقادرة على التغاضي عن المباني المخالفة مقابل رسوم، تماما كما كانت مصر قبل السيسي موجودة وقادرة على أخذ الرشاوى التي للتغاضي عن إنشاء المباني المخالفة.,satire
339,ابن سلمان يؤكد لبايدن أنه كان يرغب بوقف حرب  اليمن ولكن الشيطان منعه,satire
340,نتنياهو يرفض تحقيق المحكمة الجنائية بوفاة الفلسطينيين لأسباب طبيعية,satire
341,لقاح_كورونا - طمأنت منظمة الصحة العالمية كل من كريم وسماهر وماجدة وأم سعيد وأبو فؤاد، وجميع الأعضاء في مجموعة العائلة على واتس آب، الذين يخشون إجبارهم على أخذ لقاح فيروس كورونا أو دسه لهم في أكواب الشاي، طمأنتهم بأن الدول المنتجة والمصدرة للقاح لم تحسب حسابهم به أصلا,satire
342,لقاح_كورونا - منظمة الصحة العالمية تطمئن العرب المشككين بلقاح كوفيد-١٩ أن حسابهم لم يحسب به أصلا,satire
343,سوريا - النظام يؤكد التزامه بمفاوضات صياغة الدستور وليس بصياغة الدستور,satire
344,التاريخ *ينحاز لل  سيسي في كاريكاتير  اليوم_السابع  جحصع,satire
345,المقاومة اللبنانية تجدد شرعيتها باغتيال معارض آخر,satire
346,الاتحاد الأوروبي الشهم يحلف بشرفه أنه لن يسمح بتوزيع جرعة واحدة من اللقاح قبل تجربته على كل مواطنيه,satire
347,"تقدم ملحوظ في مفاوضات صياغة الدستور السوري الجديد بحسب ما أورده مراسل الحدود من المستقبل البعيد جدا
 سوريا",satire
348,إسرائيل تعتقل مجموعة من فلسطينيي الداخل بتهمة التواصل مع عرب لأغراض غير التطبيع,satire
349,مصر - عشر سنوات من التعريص .. حوار مع  عمرو_اديب  بمناسبة الذكرى العاشرة لثورة يناير,satire
350,أعرب المفكرون الإسلاميون صباح الاثنين عن فرحتهم باعتقال مستشارة  ميانمار التي دافعت عن مجازر الجيش ضد مسلمي الروهينجا، والانقلاب عليها من قبل الجيش الذي ارتكب المجازر ذاتها.,satire
351,فرح إسلامي عارم بانقلاب جيش  ميانمار  الذي يبيد الروهينجا على المستشارة التي لم تمنعه عن ذلك,satire
352,السعودية - السيف المسلول لم يعد يتماشى مع الرؤية الحضارية الجديدة للمملكة بقيادة ابن سلمان الرحيمة، المناهضة لوحشية السيف مقابل أناقة وحضارة أساليب القتل الأخرى، كالمنشار والصاروخ.,satire
353,السعودية - اللون الفوشي ومقترحان آخران لتعديل العلم دون الحاجة لإزالة رمز النظام منه,satire
354,لبنان - السلطات تلبي مطالب أهالي  طرابلس بعدم تجاهلهم وترسل قوة أمنية خاصة لقمعهم,satire
355,شاب يتمهل حتى الانتهاء من الفقرة الأولى للفصل الأول في كتابه الأول ليسمي نفسه كاتبا,satire
356,الأسد يؤكد استعداده لرد جميل بوتن وقصف مستشفيات أي مدينة روسية تندلع فيها الاحتجاجات,satire
357,الراعي الكذاب يعجز عن إقناع الناس بتصديقه هذه المرة وأخذ اللقاح,satire
358,رئيس الوزراء العراقي يتعهد بعدم تكرار انفجاري بغداد بالذات ولكنه لا يضمن عدم وقوع انفجارات أكبر أو أصغر,satire
359,البدء بطقوس التضحية بالنساء في  الأردن لهذا العام  بنت_مستشفى_الجامعة,satire
360,إسرائيل و  الإمارات تتبادلان الخبرات وأفضل الممارسات في مجال تعليم الكذب وتزوير التاريخ,satire
361,انعدام جودة الحياة الرقمية في الإمارات منذ حجب موقع الحدود لها,satire
362,العراق - عصابة الدولة العراقية تلقن العصابات الأخرى درسا قاسيا بإعدام ٣٥٠ رهينة,satire
363,الإمارات .. تحديثات الإقامة والدخول تعزز الجاذبية وتعكس روح التسامح مع الاسرائيليين,satire
364,مصرف سوريا المركزي يخفف عن المواطن عبء حمل أوراق نقدية كثيرة دون قيمة بطرح ورقة واحدة دون قيمة,satire
365,الطفل السمج الذي كان يمتلك الكرة الوحيدة في الحي كبر وأنجب الطفل الوحيد الذي يملك بلايستيشن في العائلة,satire
366,حظي الفيروس الملاحق دوليا كوفيد 19 (الاسم الحركي  كورونا) بحق اللجوء السياسي في الدول العربية مع تصريح بالتجول في كافة مرافقها الحيوية وعلى طول أراضيها وعرضها، سامحة له بنشر تأثيراته بالطريقة التي يهواها.,satire
367,كورونا - الدول العربية تمنح كوفيد ١٩ اللجوء السياسي لتناغمه مع متطلبات المرحلة,satire
368,ليتها_الحدود    وزارة الصحة تعتمد شعار أن تأتي متأخرا خير من أن لا تأتي أبدا,satire
369,أمريكي لا يزال يتحدث العربية بطلاقة رغم حصوله على الجنسية البارحة,satire
371,فتاة تعود إلى بيتها متأخرة أمام جميع الجيران لتفوتها فرصة الزواج من حمودة ابن أم حمودة,satire
372,فتاة تغير مجرى حياتها جذريا بتنظيف نظارتها,satire
373,مصر - الحكومة تستورد الغاز المسيل للدموع لتعويض نقص غاز الأكسجين في المستشفيات,satire
374,الأسد يطالب اللبنانيين بتعويض عن نترات الأمونيوم التي ائتمنهم عليها,satire
375,- السعودية تستعد لاستقبال أحد الرؤساء المخلوعين  ترامب,satire
376,الكاثوليكي  بايدن يؤدي اليمين الدستورية وسط مخاوف من انشقاق في صفوف الطائفة البيضاء,satire
377,مصر - قيم الأسرة تحافظ على استقرارها للأسبوع الثاني منذ الإفراج عن فتيات التيك توك,satire
378,السعودية تستعد لاستقبال أحدث الرؤساء المخلوعين,satire
379,تونس - السلطات تطمئن القادة العرب أن الاحتجاجات الأخيرة محدودة ولا أحد يمتلك البنزين ليشعل بنفسه,satire
380,ملك  المغرب يؤكد تفوقه على أقرانه بعد أن وضع له ترامب نجمة على جبينه,satire
381,موظف يستغل استراحة الغداء ليستمتع بالطبيعية الخلابة أمامه. اقرأ التفاصيل,satire
382,الكويتيين_البدون  - السلطات تصادر بضاعة شاب من البدون انتحل صفة عامل وافد لديه كفيل يستعبده  البدون_في_الكويت,satire
383,العثور على موضوعين يمكنك نقاشهما دون أن يصفك الرجال ب  النسوية المتطرفة شرط أن لا تتحدثي بهما أمامهم,satire
384,واتساب يذكرك بأنه يمسك عليك صورك إياها وتسجيلات صوتية أنت تعرف ماذا تحتوي إذا لم تتراجع عن مقاطعته,satire
385,متحرش يستنكر رفض منظمة نسوية عضويته فيها رغم امتلاكه خبرة طويلة في مجال النساء,satire
386,العراق - الوضع الأولمبي الداخلي يعاني مثله مثل باقي الأوضاع الداخلية,satire
387,الكويت - البرلمان الكويتي ينزل الراس فعلا، لدرجة أن الحكومة قدمت استقالتها بسببه,satire
388,لبنان- كذاب يتهم كذابا بأنه هو الكذاب,satire
389,أكمل الجملة بما يتناسب مع  نظرية_المؤامرة الأفضل لهذا الشهر: المصالحة الفلسطينية... توحيد للصف أم إطفاء لشعلة الكفاح أبو مازن؟,satire
390,إيران تلتزم بالعقوبات الأمريكية على إيران وتمنع استيراد اللقاح الأمريكي,satire
391,الإمارات تستورد بضائع من المستوطنات التي طبعت مع  إسرائيل لوقف بنائها,satire
392,حماس وفتح تتفقان على إجراء انتخابات لتحديد الطرف الأحق بالتنازل عن القضية,satire
394,شاب يلتهم 5 قطع شاورما إضافية بسرعة قبل وصول رسائل الشبع إلى دماغه,satire
395,الحكومة تضيف مستوى أسفل هرم ماسلو يمثل الاحتياجات أقل من الأساسية التي ستعجز أيضا عن تأمينها,satire
396,شعوب العالم تنظر لأمريكا بترقب على أمل أن تستمر الصدامات وتنشغل عنهم قليلا,satire
397,المصالحة_الخليجية - الجزيرة والعربية تحتفظان بنسخة احتياطية من أرشيف الردح والردح المضاد، وتغيير عقود العديد من من كتاب رأي ومعدي برامج ومنتجي وثائقيات من موظفين دائمين إلى عمال مياومة يمكن طلبهم وقت الحاجة، تحسبا لنشوب أي خلاف جديد في المستقبل.,satire
398,المصالحة_الخليجية - الجزيرة والعربية تتخلصان من الأرشيف الذي امتلأ خلال الأزمة بالردح والردح المضاد، وتوقفان نشر التقارير التي تكشف تعذيب معتقلي رأي في السجون السعودية وإنهاك عمال في قطر حتى الموت وتطبيع الإمارات مع إسرائيل.,satire
399,المصالحة_الخليجية - الجزيرة والعربية ستغيران مواقفهما تدريجيا، بدءا بتذكير جمهوريهما بالمشتركات بين أنظمة الدول المتنازعة، كالتاريخ والجغرافيا والدين والعروبة والنفط والاستبداد والصداقة مع أمريكا وإسرائيل والعبث في الدول العربية الأخرى.,satire
400,المصالحة_الخليجية  - بدأت إدارتا الجزيرة   والعربية   مباحثات تهدف إلى إعادة توحيد الأخبار وفي موقعيهما الإلكترونيين وقنواتهما بعد المصالحة بين إداراتيهما الحقيقيتين المتناحرتين منذ أكثر من ثلاث سنوات، ويا دار ما دخلك شر ولا محبة إلا بعد عداوة.,satire
401,الجزيرة تدرس إعادة توحيد أخبارها مع العربية في ظل المصالحة الخليجية الجديدة,satire
402,اليمن - تحقيقات تؤكد أن تفجير مطار عدن جاء لأن ماذا ينقصه عن باقي اليمن كي لا ينفجر,satire
403,يالاستفادة من موارد البلاد الطبيعية من هواء عليل مدعم بثاني أكسيد الكربون والديزل لمجابهة جائحة كورونا,satire
404,مصر وزارة الصحة تؤكد أن أكسجين مصر ممتاز ويستطيع المرضى تنفسه مباشرة بدل استخدام الجهاز,satire
405,الجزائر - القضاء يبرئ سعيد بوتفليقة إجلالا لخدمات أخيه في الفساد,satire
406,السلطة تفرج عن  سما_عبد_الهادي بشرط أن تعتذر لكل بلطجي كسر المقام وأحرق الممتلكات العامة,satire
407,خاصية “الميموريز” تساعد ناشطا على حذف صوره مع أبيات الشعر والأقوال المأثورة ومنشورات الحماس الزائد في بداية  الربيع_العربي,satire
408,بابا نويل يرجح استمرار توزيع الهدايا حتى إبريل ۲۰۲۱ بسبب قواعد الحجر الصحي في كل دولة,satire
409,السعودية- مظاهر الانفتاح لن تقتصر على السماح بالاحتفال بعيد الميلاد؛ إذ تتطلع المملكة إلى الهالوين العام المقبل، بهدف زرع الجواسيس المتنكرين بأزياء عصرية بين المحتفلين، وسبر أغوارهم النفسية من خلال أزيائهم، كما يأمل ابن سلمان أن تبدأ المملكة الاحتفال بالحانوكا قريبا.,satire
410,السعودية - ابن سلمان لن يسمح لبابا نويل بمغادرة المملكة بعد انتهاء مهمته، خاصة عقب اطلاعه على أسرار الدولة ومستقبلها ومعرفته للأطفال الذين ستتم تصفيتهم مستقبلا بناء على أمنياتهم.,satire
411,السعودية - بابا نويل جلالة سيطلع محمد بن سلمان على أمنيات الأطفال ليكشف المتآمرين منهم على المملكة ويحبس الذين يحلمون بالسلام والوئام وانتهاء الحروب والكوارث في العالم.,satire
412,السعودية - السماح لبابا نويل بالقدوم بهدف التجسس على الأطفال وكشف أمنياتهم مبكرا,satire
413,عاطل عن العمل يقرر التقاعد ليتيح الفرصة للشباب,satire
415,نتنياهو يسرق صندوقا من المطاعيم كي يهديه لزوجته سارة، ليريح بالها ويقضي على مخاوفها من أن اللقاح سيكون ذا تأثير سلبي على مهاراته في الفساد,satire
416,نتنياهو يسرق صندوق مطاعيم أثناء تلقيه لقاح كوفيد 19 ويهديه لزوجته,satire
417,السلطات المصرية تقر بأن كل من يجرؤ على تصديق إشاعات هيومن رايتس ووتش أو نشرها هو إخواني إرهابي ابن ستين إرهابي يستحق أن يسحل ويخفى ويعذب ويعيش كل ما ذكر في التقرير وأكثر ثم يعذب مجددا ويقتل بضع مرات قبل أن يقتل بشكل نهائي.,satire
418,صعقت الدولة المصرية من تقرير هيومن رايتس ووتش عن سجن العقرب، والمدعم بفيديوهات ووثائق مسربة تبين إزالة منافذ التهوية والقوابس الكهربائية والإنارة وشبك البعوض والصرف الصحي والبطانيات ومنع الطعام والتشميس وتغيير الملابس وكافة أشكال الحياة، مؤكدة أن هذه الادعاءات أكاذيب,satire
419,مصر - السلطات تؤكد أن كل من ينشر أكاذيب حول التعذيب في سجن العقرب هو إخواني يستحق السحل والتعذيب والقتل,satire
420,"– سوريا لا تريد أن تكون أول دولة تنشر أسلحة في الفضاء
 ليتها_الحدود",satire
421,نور عينينا السيسي يتمنى الشفاء ال لماكرون الذي يقود بلاده بقوة في مواجهة حرية التعبير، ويؤكد مساندته لجهود الأخير في العمل على الحد من انتشار الناشطين والصحفيين.,satire
422,أوروبا تعيد اللاجئين لأحضان أنظمتهم الدافئة خشية عليهم من أجوائها الباردة,satire
423,الإمارات تشتري نادي بيتار جيروزاليم بعد اطمئنانها إلى أن عنصريته تناسب معاييرها,satire
424,لمحة عن المرشحين عن فئة  صرة_الدنانير لجائزة الحدود للصحافة العربية  جحصع2020,satire
425,لبنان - الحكم على قاتل الحريري بالسجن المؤبد في بيته بين أهله وأصدقائه,satire
426,مخبر يضطر لشراء تذكرة حفل أون لاين لعجزه عن الدخول مجانا بمجرد إظهاره اللاسلكي,satire
427,البحرين تعتذر عن استيراد بضائع المستوطنات لاحتوائها على مواد خام فلسطينية,satire
428,المجتمع الدولي يستنكر تكرار الأمم المتحدة التحذير من خطر المجاعة في  اليمن وكأنه أطرش,satire
429,ارتأى القضاء السعودي المستقل والعادل بطبعه نقل  لجين_الهذلول إلى محكمة مختصة بالإرهاب عقب فشل المحكمة العادية في إرهابها,satire
430,السعودية تتهم  لجين_الهذلول بالتخابر مع دول لم تعتبر السماح بقيادة المرأة إنجازا,satire
431,الأزمة_الخليجية     السعودية تسبق  الإمارات نحو التطبيع مع  قطر نكاية باستعجالها التطبيع مع  إسرائيل,satire
432,الإمارات تهدي  إسرائيل نقاط تفتيش جديدة لتصبح دولة تمييز عصري,satire
433,ماكرون يقول كلمة “طيز” تحت الماسك و  السيسي يحاول كتم ضحكته  السيسي_منور_فرنسا,satire
434,السيسي يقف خجلا عقب طلبه المساعدات من  ماكرون وتأكيد الأخير أنه لا عليك أبدا نحن أصدقاء ليس بيننا هذا الكلام طالما تستمر بمواجهة الإسلام السياسي,satire
435,السيسي يضرب ل  ماكرون مثالا على الوقفة الصحيحة للشرطة قبل بدئهم ضرب وسحل المتظاهرين  السيسي_ينصح_ماكرون   السيسي_منور_فرنسا,satire
436,في الاستراحة، السيسي يشارك ماكرون قدرته على تقليد أبو الهول  السيسي_منور_فرنسا,satire
437,السيسي يصفق ل  ماكرون بعد تعلمه طرقا جديدة لقمع المعارضين,satire
438,ماكرون يكمل عرض تطور مهاراته من خلال مقاطع متفرقة من قمع المتظاهرين و  السيسي يقيم الأداء,satire
439,ماكرون يعرض لل  سيسي ما تعلمه عن ضرب المعتقلين كفوفا على طريقة السجون المصرية، والسيسي يعبر عن فخره بهذا التلميذ سريع التعلم,satire
440,السيسي يوضح لماكرون مدى تأثير ارتداء النظارة الشمسية على اعتبار الرئيس دكرا حقيقيا,satire
441,السيسي يشرح ل  ماكرون ما تفعله انتصار,satire
442,ماكرون عرض لعبة حجرة ورقة مقص لكن  السيسي رفض,satire
443,السيسي و  ماكرون يضربان بمعايير السلامة عرض الحائط لكن على الأقل لم يقبلا بعضهما.,satire
444,العراق - الكاظمي يدمج اللجان التي شكلها للتحقيق بقتل المتظاهرين بميليشيا واحدة محترمة,satire
445,الأزمة_الخليجية - السعودية تصرح أنها لن تسمح أن تعبر أجواءها طائرة قطرية واحدة قبل أن ترى موظفي قناة الجزيرة ال ٤٠٠٠ صاروا ٣٩٩٩,satire
446,السيسي يوعز بإعدام ثلاثة معتقلين إضافيين لأن رقم ٥٧ ليس جميلا,satire
447,"الحدود تقارن بقلاية البندورة، في تعليق جاء على مقال ""شاب يضرب أخت صديقه بعد أن طلب منه التصرف وكأنه في بيته""",satire
448,مواطن سوري يتأخر في تحريك السكر بالشاي عن قصد في الكافتيريا ليسترق السمع إلى نشرة تتضمن أنباء عن سوريا، ويخشى الآن أن يحاول اختلاس النظر إلى نتائج انتخابات ٢٠٢١ الرئاسية، أو التفكير مثلا بأن له رأيا فيها.,satire
449,ضبط  مواطن سوري، مقيم في إحدى الدول الصديقة  لسوريا – طبعا – متلبسا، ضبط بالجرم المشهود وهو يطالع خبرا عن مجريات الاجتماع الرباعي بين مصر والسعودية والإمارات والأردن، بعد أن كان قد وصل إلى نهاية الخبر تقريبا ولم يعد مجديا وضع حد لتدخله السافر.,satire
450,سوريا- مواطن قليل الأدب يتطفل محاولا معرفة مجريات الاجتماع الرباعي حول بلاده,satire
452,السلطات المصرية تعفو عن ٩٢ مليون مصري من حكم الإعدام,satire
453,قبل رحيله،  ترامب يتلقى هدية عيد شكر من إسرائيل باغتيالها العالم الإيراني  فخري_محسن_زاده,satire
454,امارات  اسرائیل  - الطيارات الإماراتية تغزو الأجواء الإسرائيلية,satire
455,الإمارات تطمئن غابي أشكنازي بأنه لا يوجد مواطن إسرائيلي قبيح في نظرها,satire
